Tutorial Group,Student ID,School,Name,Gender,CGPA,Assigned_Group,Vector_Displacement
G-8,2339,WKW SCI,Laila Ali,Female,4.04,G-8-4,0.278902
G-8,5111,EEE,Yuki Takeda,Female,3.92,G-8-4,0.959964
G-8,1497,CCDS,Jacob Robinson,Male,4.48,G-8-4,1.044865
G-8,5265,MAE,Aria Singh,Female,3.95,G-8-4,1.159591
G-8,5031,CEE,Dominic Li,Male,4.14,G-8-4,1.278898
G-8,5515,CoB (NBS),Seung-Jin Han,Male,4.02,G-8-5,0.398999
G-8,786,CCDS,Neha Iyer,Female,4.05,G-8-5,0.918866
G-8,917,SoH,Lara Cruz,Female,4.07,G-8-5,1.118817
G-8,3897,LKCMedicine,Alena Chang,Female,4.15,G-8-5,1.238941
G-8,1673,MSE,Levi Parker,Male,4.14,G-8-5,1.318898
G-8,3514,CoB (NBS),Michael Zhang,Male,4.11,G-8-6,0.398815
G-8,4893,CCDS,Fatima Tan,Female,3.86,G-8-6,0.920927
G-8,2188,CCEB,Suki Wang,Female,4.12,G-8-6,1.118835
G-8,2785,CEE,Angela Tan,Female,4.14,G-8-6,1.158898
G-8,179,MAE,Liam Hill,Male,4.19,G-8-6,1.279195
G-8,3898,CoB (NBS),Mila Reed,Female,4.19,G-8-7,0.279195
G-8,2374,CCDS,Thao Le,Male,4.12,G-8-7,1.038835
G-8,2591,EEE,Liu Hong,Male,4.17,G-8-7,1.079052
G-8,4208,CEE,Mia Morgan,Female,4.01,G-8-7,1.15906
G-8,4889,SSS,Wendy Au,Female,3.92,G-8-7,1.239964
G-8,593,CCDS,Poppy Cahyani,Female,4.1,G-8-8,0.918804
G-8,4709,EEE,Avery Li,Female,4.04,G-8-8,0.958902
G-8,5529,SoH,Jane Smith,Female,4.02,G-8-8,1.118999
G-8,4717,ASE,Dara Cheng,Female,4.04,G-8-8,1.238902
G-8,1904,SPMS,Kyle Wang,Male,4.2,G-8-8,1.359279
G-8,4643,WKW SCI,Kiran Rane,Female,4.12,G-8-9,0.278835
G-8,2979,CCDS,Aidan Foster,Male,4.05,G-8-9,1.038866
G-8,1267,EEE,Joshua White,Male,4.09,G-8-9,1.0788
G-8,542,CoE,Mei Wang,Female,4.11,G-8-9,1.158815
G-8,5537,CCEB,Aminah Binte,Male,4.02,G-8-9,1.238999
G-8,4527,CoB (NBS),Jade Chang,Female,4.18,G-8-10,0.27912
G-8,2387,CCDS,Sofia Chen,Female,4.18,G-8-10,0.91912
G-8,4580,EEE,Landon Lim,Male,4.03,G-8-10,1.078947
G-8,2694,CCEB,Cheng Li,Male,4.14,G-8-10,1.238898
G-8,4334,SBS,Amara Belle,Female,3.91,G-8-10,1.240105
G-9,4428,WKW SCI,Tanvi Sinha,Female,4.18,G-9-1,0.307202
G-9,3033,EEE,Aayush Gupta,Male,4.2,G-9-1,0.947378
G-9,5312,SoH,Ying Wang,Female,4,G-9-1,1.147055
G-9,4658,CCDS,Naman Singh,Male,4.19,G-9-1,1.187286
G-9,4086,MSE,Rafael Gonzalez,Male,4.04,G-9-1,1.266863
G-9,2974,CoB (NBS),Lian Zhang,Female,4.1,G-9-2,0.306816
G-9,2976,EEE,Lucas Ramirez,Male,4.06,G-9-2,0.946816
G-9,688,NIE,Farah Rahman,Female,4.01,G-9-2,1.106995
G-9,563,SoH,Kiran Mehta,Male,4.14,G-9-2,1.186945
G-9,5140,CCEB,Tania Noor,Female,4.18,G-9-2,1.227202
G-9,4016,CoB (NBS),Anika Sharma,Female,4.08,G-9-3,0.3068
G-9,3357,CoB (NBS),Darren Lee,Male,3.9,G-9-3,0.348093
G-9,1451,EEE,Kieran Kim,Male,4.48,G-9-3,0.953206
G-9,173,SPMS,Chandni Kapoor,Female,3.88,G-9-3,1.188397
G-9,605,CCEB,Soo-Jung Kim,Female,4.14,G-9-3,1.226945
G-9,1441,CoB (NBS),Quiana Villanueva,Female,3.88,G-9-4,0.308397
G-9,737,EEE,Lena Chen,Female,4.22,G-9-4,0.907586
G-9,4112,NIE,Jin-Ho Park,Male,4.3,G-9-4,1.14874
G-9,3899,MAE,Mimi Binti Rahman,Female,4,G-9-4,1.187055
G-9,2642,SBS,Liam Tan,Male,4.06,G-9-4,1.306816
G-9,5939,CoB (NBS),Sharon Goh,Female,3.9,G-9-5,0.308093
G-9,706,EEE,Amir Ali,Male,4.22,G-9-5,0.947586
G-9,5224,SoH,Nancy Tan,Female,4.12,G-9-5,1.146865
G-9,3799,SPMS,Eli Brown,Male,4.03,G-9-5,1.226899
G-9,4014,SSS,Nisha Patel,Female,4.14,G-9-5,1.266945
G-9,119,CoB (NBS),Evangeline Rivera,Female,4.02,G-9-6,0.306943
G-9,55,EEE,Aarav Kumar,Male,4.19,G-9-6,0.947286
G-9,866,NIE,Adeline Ng,Female,4.15,G-9-6,1.106997
G-9,3460,SoH,Arif Hussain,Male,4.01,G-9-6,1.186995
G-9,2991,CEE,Yuri Li,Male,4.03,G-9-6,1.266899
G-9,2158,CoB (NBS),Na Li,Female,4.15,G-9-7,0.306997
G-9,959,EEE,Henry Clark,Male,4.04,G-9-7,0.946863
G-9,4012,NIE,Umar Faisal,Male,4.05,G-9-7,1.146836
G-9,5028,MAE,Peizhen,Female,4.05,G-9-7,1.186836
G-9,807,MSE,Andre Green,Male,4.09,G-9-7,1.266804
G-9,1890,CoB (NBS),Ravi Kumar,Male,4.09,G-9-8,0.346804
G-9,780,EEE,Aurora Chang,Female,4.02,G-9-8,0.906943
G-9,1158,CCDS,Bryan Villanueva,Male,4.08,G-9-8,1.1868
G-9,1020,CEE,Lillian Wu,Female,4.02,G-9-8,1.226943
G-9,4953,ASE,Fumiko Yamashita,Female,4.09,G-9-8,1.266804
G-9,4991,CoB (NBS),Felicia Cheung,Female,4.08,G-9-9,0.3068
G-9,536,EEE,Nicolas Xu,Male,4.08,G-9-9,0.9468
G-9,1284,NIE,Katherine Sari,Female,4.05,G-9-9,1.106836
G-9,2632,CCDS,Faisal Noor,Male,4.14,G-9-9,1.186945
G-9,3465,SPMS,Rohan Nair,Male,3.94,G-9-9,1.227582
G-9,1052,CoB (NBS),Riley Parker,Male,4.08,G-9-10,0.3468
G-9,1095,EEE,Hannah Li,Female,4.06,G-9-10,0.906816
G-9,2350,CCDS,Violet Wang,Female,4,G-9-10,1.147055
G-9,1718,MAE,Lily Cheng,Female,4.12,G-9-10,1.186865
G-9,3673,LKCMedicine,Parker Li,Male,3.91,G-9-10,1.307953
G-10,3395,CoB (NBS),Michael Miller,Male,3.95,G-10-1,0.322729
G-10,5856,MAE,Sophie Cheung,Female,4.2,G-10-1,0.921869
G-10,2857,SoH,Tianming,Female,4.2,G-10-1,1.161869
G-10,4477,SPMS,Yuzhi,Male,4.25,G-10-1,1.202297
G-10,3111,CEE,Marco Garcia,Male,4.04,G-10-1,1.281843
G-10,3794,CoB (NBS),Christopher Miller,Male,4.17,G-10-2,0.321708
G-10,3364,MAE,Rhea Kapoor,Female,4,G-10-2,0.922157
G-10,4077,SoH,Yasir Ahmad,Male,4.52,G-10-2,1.128064
G-10,2631,CCDS,Kiara Lin,Female,4.06,G-10-2,1.201735
G-10,2405,ASE,Soo-Young Kim,Female,3.88,G-10-2,1.283866
G-10,4108,MAE,Rizan Bin Ahmad,Male,4.11,G-10-3,0.881603
G-10,565,SoH,Isaiah Scott,Male,4.15,G-10-3,1.121641
G-10,16,EEE,Tatum Flores,Female,4.2,G-10-3,1.161869
G-10,3189,CCEB,Rhea Lee,Female,4.07,G-10-3,1.241692
G-10,5420,NIE,Nina Patil,Female,4.1,G-10-3,1.321613
G-10,223,MAE,Jaxon Hall,Male,4.12,G-10-4,0.8816
G-10,3388,EEE,Zaki Bin Ibrahim,Male,4,G-10-4,1.122157
G-10,403,SoH,Hae-Jin Lee,Female,4.52,G-10-4,1.168064
G-10,2515,CoE,Tanya Lee,Female,4.04,G-10-4,1.241843
G-10,2581,ASE,Alyssa Green,Female,3.94,G-10-4,1.282867
G-10,5734,MAE,Hassan Malik,Male,4.03,G-10-5,0.88191
G-10,2253,EEE,Dante Wu,Male,4.18,G-10-5,1.121754
G-10,2031,CCDS,Kendrick Alvarado,Male,4.18,G-10-5,1.161754
G-10,1139,SPMS,Nurul Aini Binti Ahmad,Female,4.2,G-10-5,1.241869
G-10,3963,SSS,Yasmine Villanueva,Female,4.02,G-10-5,1.321984
G-10,516,ADM,Tao Liu,Male,4.05,G-10-6,1.281785
G-10,4308,MAE,Sho Nakajima,Male,4.27,G-10-6,0.882524
G-10,611,SPMS,Hendra Mulyana,Male,4.1,G-10-6,1.201613
G-10,3841,SBS,Benjamin Turner,Male,4.06,G-10-6,1.241735
G-10,5121,MSE,Ximena Fernandez,Female,4.12,G-10-6,1.3216
G-10,4020,CoB (NBS),Leo Xu,Male,4.12,G-10-7,0.3216
G-10,298,MAE,Freya Chen,Female,4.09,G-10-7,0.921631
G-10,5624,EEE,Cheng Zhang,Male,4.11,G-10-7,1.121603
G-10,3499,CCDS,Kira Yamada,Female,4.26,G-10-7,1.202407
G-10,5122,CCEB,Kerry Lim,Female,4.01,G-10-7,1.242067
G-10,435,WKW SCI,Kiran Farooq,Female,4.15,G-10-8,0.361641
G-10,3329,MAE,Adrian Castillo,Male,4.07,G-10-8,0.881692
G-10,3732,CCDS,Liam Jones,Male,4.2,G-10-8,1.161869
G-10,171,CCEB,Nina Bennett,Female,4.08,G-10-8,1.241658
G-10,375,SBS,Kaya Chang,Female,4.05,G-10-8,1.281785
G-10,4588,CoB (NBS),Paula Wong,Female,4.06,G-10-9,0.361735
G-10,2863,MAE,Will Chen,Male,4.23,G-10-9,0.882102
G-10,3843,EEE,Mia Zhang,Female,4.18,G-10-9,1.161754
G-10,3903,CoE,Xiao Chen,Male,3.86,G-10-9,1.204263
G-10,1468,MAE,Ming Wei,Male,4.19,G-10-9,0.881807
G-10,5695,WKW SCI,Rhys Tan,Male,4.06,G-10-10,0.321735
G-10,594,MAE,Ananya Singh,Female,4.2,G-10-10,0.921869
G-10,560,SoH,Ayesha Javed,Female,4.09,G-10-10,1.161631
G-10,2255,CoE,Xander Cook,Male,4.1,G-10-10,1.201613
G-10,3051,LKCMedicine,Hunter Wilson,Male,4.06,G-10-10,1.281735
G-11,4866,CoB (NBS),Richa Agarwal,Female,3.97,G-11-1,0.292818
G-11,1505,EEE,Wesley Turner,Male,4.09,G-11-1,0.932413
G-11,5396,CCDS,Alison Wong,Female,4,G-11-1,1.092609
G-11,5744,SSS,Tania Kurnia,Female,4.3,G-11-1,1.174476
G-11,342,CCEB,Ethan Ong,Male,4.08,G-11-1,1.292402
G-11,5844,CoB (NBS),Chloe Hu,Female,4.03,G-11-2,0.292471
G-11,1759,CoB (NBS),Kunal Tan,Male,3.8,G-11-2,0.375364
G-11,972,EEE,Dylan Anderson,Male,4.25,G-11-2,0.933665
G-11,796,SSS,Tanvi Agarwal,Female,4.2,G-11-2,1.173053
G-11,268,ADM,Nora Zhang,Female,4.16,G-11-2,1.212708
G-11,4587,CoB (NBS),Ying Zhao,Female,3.91,G-11-3,0.293452
G-11,5386,EEE,Arun Singh,Male,4.06,G-11-3,0.932406
G-11,5747,MAE,Cleo Wang,Female,4.17,G-11-3,1.132783
G-11,5491,CCDS,Caleb Murphy,Male,4.05,G-11-3,1.17242
G-11,4712,CoE,Neha Kapoor,Female,4.2,G-11-3,1.213053
G-11,4450,CoB (NBS),Charlotte Martin,Female,4.01,G-11-4,0.292555
G-11,1955,EEE,William Carter,Male,4.1,G-11-4,0.932431
G-11,5714,CoB (NBS),Alondra Santos,Female,4.08,G-11-4,0.292402
G-11,1996,SSS,Daya Kumari,Female,3.9,G-11-4,1.173586
G-11,5408,CEE,Peiyu,Male,4.3,G-11-4,1.254476
G-11,3687,CoB (NBS),Noah Wilson,Male,4.05,G-11-5,0.37242
G-11,2300,EEE,Liang Mei,Female,4.12,G-11-5,0.852491
G-11,4266,MAE,Dewi Astuti,Female,3.9,G-11-5,1.133586
G-11,1377,ADM,Nguyen Hoang Khoa,Female,4.14,G-11-5,1.212584
G-11,1156,SBS,Hugo Huang,Male,4.17,G-11-5,1.292783
G-11,5889,WKW SCI,Tyler Moore,Male,4.02,G-11-6,0.372509
G-11,5846,EEE,Tara Kumar,Female,4.01,G-11-6,0.852555
G-11,5936,MAE,Lian Liu,Female,4,G-11-6,1.132609
G-11,3869,CCDS,Sebastian Mitchell,Male,4.04,G-11-6,1.172441
G-11,5697,MSE,Aisha Fitria,Female,4.3,G-11-6,1.254476
G-11,5452,CCDS,Zainab Rahman,Female,4.15,G-11-7,1.092642
G-11,4299,CoB (NBS),Seth Lim,Male,4.22,G-11-7,0.373274
G-11,3974,EEE,Zhao Rui,Male,4.17,G-11-7,0.932783
G-11,1288,CEE,Elena Vladimirovna,Female,3.87,G-11-7,1.174035
G-11,4041,SBS,Nina Butler,Female,3.91,G-11-7,1.213452
G-11,1183,WKW SCI,Tian Yi,Male,4,G-11-8,0.372609
G-11,4216,EEE,Jacob Howard,Male,4.03,G-11-8,0.932471
G-11,4595,EEE,Jovian Tan,Male,4.22,G-11-8,0.933274
G-11,5628,CCEB,Riya Khan,Female,4.04,G-11-8,1.212441
G-11,1017,NIE,Ethan Lee,Male,4.02,G-11-8,1.332509
G-11,312,CoB (NBS),William Lim,Male,4.01,G-11-9,0.372555
G-11,624,EEE,Kelly Lim,Female,3.96,G-11-9,0.852904
G-11,4974,CEE,Peilin,Female,4.05,G-11-9,1.17242
G-11,4128,CoE,Ella Johnson,Female,4.12,G-11-9,1.212491
G-11,1852,SPMS,Jin Lee,Male,4.15,G-11-9,1.292642
G-11,2918,CoB (NBS),Julian Tan,Male,4.03,G-11-10,0.372471
G-11,3381,EEE,Sana Ali,Female,4.15,G-11-10,0.852642
G-11,635,MAE,Charlotte Thomas,Female,3.9,G-11-10,1.133586
G-11,639,CCDS,Erqi,Male,4,G-11-10,1.172609
G-11,3651,SPMS,Chengwei,Male,4.2,G-11-10,1.293053
G-12,742,SBS,Skye Huang,Female,4.19,G-12-1,1.074613
G-12,5988,SoH,Ranya Lim,Female,4,G-12-1,1.074948
G-12,2781,CCDS,Nitesh Singh,Male,4.52,G-12-1,1.120896
G-12,4042,SSS,Fatima Zainal,Female,3.88,G-12-1,1.156647
G-12,3021,CoE,Keegan Li,Male,4.19,G-12-1,1.234613
G-12,4355,SBS,Penny Lim,Female,4,G-12-2,1.074948
G-12,897,SoH,Miriam Alvarado,Female,4.19,G-12-2,1.074613
G-12,3066,CCDS,Yui Yamamoto,Female,4.25,G-12-2,1.075108
G-12,3591,EEE,Kenshin Hayashi,Male,4.22,G-12-2,1.154824
G-12,5034,CoE,Aarav Sinha,Male,4.1,G-12-2,1.234412
G-12,3475,SBS,Sofia Ali,Female,4.2,G-12-3,1.074676
G-12,4951,EEE,Freya Li,Female,4.01,G-12-3,1.114858
G-12,3634,MAE,Budi Santoso,Male,4.14,G-12-3,1.154421
G-12,3354,CEE,Rakesh Nair,Male,4.11,G-12-3,1.234402
G-12,3547,SPMS,Jin-Woo Seo,Male,4.2,G-12-3,1.234676
G-12,3581,CoB (NBS),Anaya Mehta,Female,4.02,G-12-4,0.314776
G-12,1608,SBS,Ian Alonzo,Male,4.06,G-12-4,1.11453
G-12,2129,MAE,Scarlett Gonzalez,Female,4.27,G-12-4,1.115336
G-12,4118,EEE,Huang Wei,Male,4.19,G-12-4,1.154613
G-12,1465,CEE,Liam Yip,Male,4.08,G-12-4,1.234455
G-12,4348,CoB (NBS),Harper Martinez,Female,4.52,G-12-5,0.320896
G-12,3101,SoH,Aarav Tan,Male,4.05,G-12-5,1.11458
G-12,216,CCDS,Zhonghua,Male,3.9,G-12-5,1.116284
G-12,4839,CoE,Kai Zhang,Female,4.11,G-12-5,1.194402
G-12,4210,SPMS,Ayaan Tan,Male,4.01,G-12-5,1.234858
G-12,4426,CoB (NBS),Sadiya Iqbal,Female,4.05,G-12-6,0.31458
G-12,2988,CCDS,Nash Tan,Male,4.21,G-12-6,1.114746
G-12,931,SoH,Fabian Navarro,Male,4,G-12-6,1.114948
G-12,3055,SSS,Sienna Zhang,Female,4.27,G-12-6,1.155336
G-12,5712,CCEB,Ashlyn Wang,Female,4.06,G-12-6,1.23453
G-12,2791,CCDS,Vesper Salazar,Female,4.1,G-12-7,1.074412
G-12,5656,SBS,Kendall Cooper,Female,4.25,G-12-7,1.075108
G-12,4781,MAE,Adrian Wong,Male,4.07,G-12-7,1.154488
G-12,406,EEE,Yuri Mikhailov,Male,4.19,G-12-7,1.154613
G-12,4629,SPMS,Stephen Evans,Male,3.95,G-12-7,1.235516
G-12,1371,MAE,Liam Torres,Male,4.12,G-12-8,1.1544
G-12,4825,EEE,Isabella Zhao,Female,4.14,G-12-8,1.114421
G-12,1380,SSS,Tilly Ramos,Female,4.05,G-12-8,1.15458
G-12,4742,NIE,Sofia Nelson,Female,4.12,G-12-8,1.2344
G-12,4788,ASE,Jayden Smith,Male,4.03,G-12-8,1.314703
G-12,2846,SoH,Chloe Lee,Female,4.02,G-12-9,1.074776
G-12,311,SBS,Diya Yadav,Female,4.27,G-12-9,1.075336
G-12,4388,SSS,Meera Reddy,Female,4.07,G-12-9,1.154488
G-12,2792,CEE,Jin-Ah Park,Female,4.2,G-12-9,1.194676
G-12,2203,NIE,Farhan Bin Azhar,Male,3.87,G-12-9,1.27684
G-12,2343,CoB (NBS),Lily Nguyen,Female,4.25,G-12-10,0.315108
G-12,145,CCDS,Malachi Liu,Male,4.04,G-12-10,1.114637
G-12,3453,SoH,Siddharth Patel,Male,4,G-12-10,1.114948
G-12,1109,MAE,Jovian Tan,Male,3.9,G-12-10,1.156284
G-12,5022,CCEB,Hannah Robinson,Female,4.21,G-12-10,1.234746
G-13,4211,EEE,Lydia Patterson,Female,3.94,G-13-1,0.999809
G-13,2243,SoH,Huiqin,Female,4.15,G-13-1,1.0395
G-13,1422,CEE,Jackie Robinson,Male,4.11,G-13-1,1.159287
G-13,4534,SBS,Meiling,Female,4.25,G-13-1,1.160593
G-13,1239,MAE,Arnav Yadav,Male,4.01,G-13-1,1.319314
G-13,2583,CoB (NBS),Boris Volkov,Male,4.12,G-13-2,0.399328
G-13,1047,CCDS,Zara Wang,Female,4.04,G-13-2,1.039222
G-13,3476,SSS,Su Ling,Female,4,G-13-2,1.079361
G-13,4054,CEE,Anthony Morgan,Male,4.17,G-13-2,1.159655
G-13,4319,ASE,Fang Hong,Female,4.11,G-13-2,1.239287
G-13,2142,CoB (NBS),Wyatt Ward,Male,4.17,G-13-3,0.399655
G-13,4911,SoH,Zara Ho,Female,4.05,G-13-3,1.039207
G-13,5517,SSS,Olivia Allen,Female,4.12,G-13-3,1.079328
G-13,4909,SBS,Kaori Nakajima,Female,4.18,G-13-3,1.159744
G-13,619,NIE,Kieran Kim,Male,3.9,G-13-3,1.280268
G-13,537,EEE,Kiran Patel,Female,3.87,G-13-4,1.000696
G-13,1840,CCDS,Nora Bell,Female,4.26,G-13-4,1.040746
G-13,1527,NIE,Nina Tan,Female,4.05,G-13-4,1.159207
G-13,3074,CCEB,Emily Chua,Female,4.3,G-13-4,1.201439
G-13,1616,CoE,Hussain Bin Mohd,Male,3.92,G-13-4,1.360023
G-13,5986,WKW SCI,Colton Roberts,Male,4.2,G-13-5,0.399946
G-13,4256,CCDS,Ling Zhang,Female,4.08,G-13-5,1.039211
G-13,3935,SSS,Tasneem Javed,Female,4.2,G-13-5,1.079946
G-13,484,SoH,Jia Li,Male,3.86,G-13-5,1.160855
G-13,1501,NIE,Paul Kim,Male,4.04,G-13-5,1.279222
G-13,5998,EEE,Leila Shah,Female,3.94,G-13-6,0.999809
G-13,5847,CEE,Qori Amalia,Female,4.15,G-13-6,1.0395
G-13,2452,CCDS,Vivek Sethi,Male,4.11,G-13-6,1.159287
G-13,1171,SSS,Eli Chen,Male,4.14,G-13-6,1.199435
G-13,4840,SPMS,Wenkai,Male,4,G-13-6,1.319361
G-13,2068,EEE,Yara Ross,Female,4.06,G-13-7,0.9992
G-13,1855,SoH,Diya Mukherjee,Female,4.14,G-13-7,1.039435
G-13,1524,CEE,Dustin Zhao,Male,4.08,G-13-7,1.159211
G-13,378,SSS,Ryan Edwards,Male,4.06,G-13-7,1.1992
G-13,5189,SBS,Denny Saputra,Male,3.9,G-13-7,1.280268
G-13,3467,CoB (NBS),Meena Iyer,Female,4.19,G-13-8,0.279841
G-13,3689,CCDS,Ruiwen,Female,3.95,G-13-8,1.039714
G-13,2704,EEE,Rahul Joshi,Male,3.88,G-13-8,1.120545
G-13,5394,SoH,Harish Rao,Male,4.21,G-13-8,1.16006
G-13,2260,CCEB,Yun Li,Female,3.97,G-13-8,1.199549
G-13,3502,CoB (NBS),Aiko Watanabe,Female,4.01,G-13-9,0.279314
G-13,5952,SoH,Lola Wong,Female,4.11,G-13-9,1.039287
G-13,5161,EEE,Shun Takahashi,Male,4.12,G-13-9,1.119328
G-13,2845,CEE,Hendrik Surya,Male,4,G-13-9,1.159361
G-13,2853,SPMS,Evelyn Robinson,Female,3.94,G-13-9,1.199809
G-13,1078,CoB (NBS),Alyssa Garcia,Female,4,G-13-10,0.279361
G-13,5722,CEE,Lila Reed,Female,4.14,G-13-10,1.039435
G-13,4076,EEE,Wahyu Prabowo,Male,3.95,G-13-10,1.119714
G-13,4676,CCDS,Lucas Peterson,Male,4.15,G-13-10,1.1595
G-13,5398,MAE,Svetlana Egorova,Female,3.87,G-13-10,1.200696
G-14,2319,SSS,Linda Wong,Female,4.11,G-14-1,1.056844
G-14,839,NIE,Jing Yi,Female,3.89,G-14-1,1.138199
G-14,806,SPMS,Samuel Torres,Male,3.9,G-14-1,1.178053
G-14,5443,CCDS,Madiha Qureshi,Female,4.1,G-14-1,1.136821
G-14,1747,ADM,Chandra Widyanto,Male,4.52,G-14-1,1.26465
G-14,5173,CoB (NBS),Tian Wang,Male,4.3,G-14-2,0.338789
G-14,2,CCEB,Rabia Noor,Female,4.02,G-14-2,1.09693
G-14,2590,SPMS,Steve Lau,Male,4.01,G-14-2,1.17698
G-14,5071,CEE,Sophie Liao,Female,4.25,G-14-2,1.177997
G-14,2563,ASE,Dylan Adams,Male,3.87,G-14-2,1.218514
G-14,664,SSS,Hui Yao Tan,Female,4.1,G-14-3,1.056821
G-14,1698,CCEB,Hana Yamamoto,Female,4.14,G-14-3,1.096959
G-14,1416,NIE,Henry Morales,Male,4.02,G-14-3,1.17693
G-14,5400,SBS,Shamita Rani,Female,4.04,G-14-3,1.216855
G-14,110,MAE,Winston Yang,Male,4.12,G-14-3,1.256874
G-14,3423,CoB (NBS),Quinn Dela Cruz,Female,4.01,G-14-4,0.29698
G-14,259,CCEB,Hao Xiang Tan,Male,4.05,G-14-4,1.136829
G-14,2074,NIE,Talia Chang,Female,4.18,G-14-4,1.137224
G-14,5683,EEE,Samuel Morgan,Male,4.15,G-14-4,1.177013
G-14,666,CEE,Hugo Huang,Male,4.02,G-14-4,1.21693
G-14,3609,CoB (NBS),Sharifah Ali,Female,3.8,G-14-5,0.299869
G-14,2014,SSS,Chloe Ng,Female,4.21,G-14-5,1.057508
G-14,1165,EEE,Xander Wong,Male,4.1,G-14-5,1.176821
G-14,2714,SPMS,Henry King,Male,4.04,G-14-5,1.176855
G-14,1324,CoE,Yusuf Bin Sulaiman,Male,4.22,G-14-5,1.217618
G-14,2070,CCDS,Veera Kumar,Female,4.02,G-14-6,1.13693
G-14,5338,CCEB,Aiko Kimura,Female,4.25,G-14-6,1.097997
G-14,1491,CoB (NBS),Shahid Malik,Male,3.9,G-14-6,0.338053
G-14,5152,CEE,Liang Hong,Male,4.05,G-14-6,1.216829
G-14,1464,CoE,Zhou Min,Male,4.15,G-14-6,1.217013
G-14,2880,SSS,Carmen Lee,Female,3.96,G-14-7,1.057348
G-14,3722,CCDS,Xyla Cruz,Female,4.14,G-14-7,1.136959
G-14,1117,ASE,Sanjana Mehta,Female,4.08,G-14-7,1.1768
G-14,290,MAE,Diana Kwan,Female,4.09,G-14-7,1.216807
G-14,3301,MSE,Anita Clarke,Female,4.1,G-14-7,1.256821
G-14,1407,CoB (NBS),Freddie Wong,Male,4.08,G-14-8,0.3368
G-14,4329,CCEB,Jenna Wong,Female,4.12,G-14-8,1.096874
G-14,3114,EEE,Yvonne Ko,Female,4.14,G-14-8,1.136959
G-14,5711,SPMS,Eko Prasetyo,Male,3.8,G-14-8,1.179869
G-14,2710,ASE,Riley Kim,Male,4.2,G-14-8,1.217405
G-14,4775,CoB (NBS),Emily Harris,Female,4.15,G-14-9,0.297013
G-14,3334,SSS,Siti Aisyah,Female,3.9,G-14-9,1.058053
G-14,3424,EEE,Min-Jae Park,Male,4.14,G-14-9,1.176959
G-14,1788,NIE,Brendan James,Male,4.2,G-14-9,1.177405
G-14,5118,CoE,Rizal Ramadhan,Male,3.92,G-14-9,1.217786
G-14,1425,SSS,Fatimah Rahman,Female,4.14,G-14-10,1.056959
G-14,677,SBS,Stella Green,Female,4.11,G-14-10,1.216844
G-14,3127,CCDS,Ashraff Bin Mohd,Male,4.05,G-14-10,1.176829
G-14,5004,ADM,Riya Yadav,Female,4.03,G-14-10,1.216888
G-14,128,LKCMedicine,Kai Wong,Male,3.96,G-14-10,1.297348
G-15,1102,CCDS,Shanaz Iqbal,Female,4.12,G-15-1,1.026546
G-15,1897,EEE,Andrew Clark,Male,4.08,G-15-1,1.026417
G-15,3369,CEE,Haroon Qureshi,Male,4.19,G-15-1,1.10708
G-15,2524,SPMS,Zhao Li,Male,4.2,G-15-1,1.187188
G-15,898,ASE,Victoria Wang,Female,4.14,G-15-1,1.346659
G-15,4782,CCDS,Zachary Walker,Male,4.01,G-15-2,0.866498
G-15,1181,EEE,Jayden Lee,Male,4.08,G-15-2,1.026417
G-15,3352,CEE,Tyler Johnson,Male,4.2,G-15-2,1.107188
G-15,894,NIE,Derek Tan,Male,4.3,G-15-2,1.228712
G-15,3072,LKCMedicine,Isha Tan,Female,4.03,G-15-2,1.386435
G-15,54,CCDS,Levi Price,Male,4.02,G-15-3,0.866463
G-15,1411,EEE,Rory Hughes,Male,4.09,G-15-3,1.026437
G-15,1315,CEE,Warner Ng,Male,4.1,G-15-3,1.106465
G-15,4090,ASE,Caleb Hughes,Male,4.13,G-15-3,1.186598
G-15,4868,SoH,Zoe Lin,Female,4,G-15-3,1.346542
G-15,1034,CoB (NBS),Samantha Wu,Female,4.01,G-15-4,0.426498
G-15,1151,CCDS,Truong Van Hoang,Male,4.21,G-15-4,0.867305
G-15,1569,SSS,Xiangqi,Male,4.01,G-15-4,1.106498
G-15,577,MSE,Beckett Lee,Male,4.05,G-15-4,1.146404
G-15,5141,SPMS,Soniya Malik,Female,4.03,G-15-4,1.346435
G-15,968,CoB (NBS),Seng Wei Lim,Male,4,G-15-5,0.266542
G-15,1806,CCDS,Leo Cooper,Male,4.17,G-15-5,0.866888
G-15,4561,CCDS,Zahra Khan,Female,3.95,G-15-5,1.02688
G-15,3968,MAE,Hani Susanti,Female,4.15,G-15-5,1.226727
G-15,5948,MSE,Neelam Patel,Female,4.03,G-15-5,1.306435
G-15,5728,CoB (NBS),Sania Noor,Female,3.88,G-15-6,0.42769
G-15,4856,EEE,Sung-Min Yoo,Male,4.13,G-15-6,1.026598
G-15,4262,CEE,Aaron Taylor,Male,4.15,G-15-6,1.106727
G-15,5501,SSS,Lily Ng,Female,3.93,G-15-6,1.267072
G-15,2367,SoH,Deepika Singh,Female,4.14,G-15-6,1.346659
G-15,1626,CoB (NBS),Yun Zhang,Male,4.09,G-15-7,0.266437
G-15,3089,CCDS,Felicity Morgan,Female,4.01,G-15-7,1.026498
G-15,642,MAE,Wu Bin,Male,4.06,G-15-7,1.0664
