Tutorial Group,Total Students,Overall Avg CGPA,Group Number,Group Size,Group Students,Group Avg CGPA,Male Ratio,Female Ratio,School Diversity,GPA Variance,Gender Variance,Vector Displacement
G-48,50,4.12,Group 6,5,"Destiny Li, Liam Young, Aisha Chen, Kade Young, Mei Zhen Goh",4.09,0.4,0.6,5,0.004,0.96,0.0925
G-48,50,4.12,Group 7,5,"Yara Ali, Siddharth Gupta, Zayden Scott, Aira Binti, Naila Zainal",4.2,0.4,0.6,5,0.0986,0.96,0.0696
G-48,50,4.12,Group 8,5,"Khadija Ali, Harrison Moore, Yin Wei, Zeus Yang, Qomariyah Ningsih",4.16,0.6,0.4,5,0.0085,0.96,0.1058
G-48,50,4.12,Group 9,5,"Nadia Tan, Li Xuan Tan, Huifen, Victor Wong, Aldina Putri",4.16,0.6,0.4,5,0.0139,0.96,0.1138
G-48,50,4.12,Group 10,5,"Veda Chen, Amber Lee, Guntur Wibowo, Asher Liu, Quinn Adams",4.13,0.6,0.4,5,0.0084,0.96,0.1136
G-49,50,4.08,Group 1,5,"Liam Davis, Arif Waseem, Noble Huang, Mia Johnson, Leonardo Wu",4.11,0.6,0.4,5,0.0123,0.96,0.0811
G-49,50,4.08,Group 2,5,"Panshi, Ethan Ramirez, Manish Singh, Neha Desai, Rachel Tan",4.09,0.4,0.6,5,0.0082,0.96,0.085
G-49,50,4.08,Group 3,5,"Nina Kaur, Lucas Huang, Pranav Nair, Kanika Verma, Leah Li",4.09,0.4,0.6,5,0.0152,0.96,0.085
G-49,50,4.08,Group 4,5,"Shalini Patel, Chester Lim, Owen Villanueva, Molly Tan, Serena Lee",4.05,0.4,0.6,5,0.0159,0.96,0.0857
G-49,50,4.08,Group 5,5,"Riya Sinha, Sami Ali, Aida Binti Omar, Mason Jackson, Ilya Petrovich",4.09,0.4,0.6,5,0.0027,0.96,0.085
G-49,50,4.08,Group 6,5,"Natsuki Sakamoto, Bella Wright, Rizqi Bin Mohd, Zayn Malik, Rocco Wu",4.1,0.4,0.6,5,0.0045,0.96,0.0851
G-49,50,4.08,Group 7,5,"Nina Ong, Fanny Tan, Vani Patil, Arvind Sharma, David Simmons",4.1,0.4,0.6,5,0.0148,0.96,0.0931
G-49,50,4.08,Group 8,5,"Kong Jian, Elaine Lim, Rabia Iqbal, Tina Wei, Levi Edwards",4.09,0.4,0.6,5,0.0005,0.96,0.101
G-49,50,4.08,Group 9,5,"Vladimir Sergeyev, Bella Lin, Jia Yu, Lydia Lim, Marwan Bin Ali",4.08,0.4,0.6,5,0.0026,0.96,0.1089
G-49,50,4.08,Group 10,5,"Robert Davis, Nadia Khan, Olivia Tam, Nina Wu, Wei Jie",4.02,0.4,0.6,5,0.0128,0.96,0.1198
G-5,50,4.08,Group 1,5,"Shu Zhang, Savannah Hayes, Tian Gao, Lucas White, Priya Rao",4.08,0.4,0.6,5,0.0429,0.96,0.0702
G-5,50,4.08,Group 2,5,"Suhana Roy, Olive Li, Dmitri Andreev, Dorian Wu, Anushka Desai",4.08,0.4,0.6,5,0.0111,0.96,0.0702
G-5,50,4.08,Group 3,5,"Nisha Tan, Katherine Lim, Jamal Bin Rahman, Michelle Kwan, Anthony Parker",4.09,0.4,0.6,5,0.0133,0.96,0.0623
G-5,50,4.08,Group 4,5,"Ying Chen, Rebecca Lee, Exiang, Rina Sato, Gavin Carter",4.07,0.4,0.6,5,0.0137,0.96,0.0702
G-5,50,4.08,Group 5,5,"Qi Wang, Xiaofang, Imogen Butler, Tanya Qureshi, Marcus Turner",4.07,0.2,0.8,5,0.0188,0.64,0.1108
G-5,50,4.08,Group 6,5,"Xue Rui, Wendy Wong, Rhea Joshi, Layla Chen, Elijah Clark",4.09,0.2,0.8,5,0.0242,0.64,0.1108
G-5,50,4.08,Group 7,5,"Sophie Zhou, Hassan Bin Yusof, Liam Reyes, Aria Morales, Tatiana Morozova",4.12,0.4,0.6,5,0.0069,0.96,0.0789
G-5,50,4.08,Group 8,5,"Harlow Diaz, Dylan Kim, Ananya Choudhury, Victoria Ward, Christopher Harris",4.07,0.4,0.6,5,0.0035,0.96,0.1182
G-5,50,4.08,Group 9,5,"Riya Ali, Ryan Hall, Yue Zhang, Samantha Taylor, Dorian Wu",4.08,0.4,0.6,5,0.011,0.96,0.1102
G-5,50,4.08,Group 10,5,"Naomi Tanaka, Samuel Huang, Nadia Chai, Danying, Aarav Patel",4.01,0.4,0.6,5,0.0117,0.96,0.1276
G-50,50,4.11,Group 1,5,"Asad Malik, Hua Ling, Nikhil Bansal, Kirti Sharma, Qori Cahyani",4.11,0.4,0.6,5,0.0027,0.96,0.0687
G-50,50,4.11,Group 2,5,"Peter Lee, May Li, Rhea Nair, Zhen Zhou, Tanisha Reddy",4.12,0.4,0.6,5,0.0038,0.96,0.0687
G-50,50,4.11,Group 3,5,"Owen Wang, Freya Murphy, Sophia Zhang, Nolan Reyes, Emma Brown",4.1,0.4,0.6,5,0.005,0.96,0.0687
G-50,50,4.11,Group 4,5,"Benjamin White, Bingwen, Fatimah Binti Ahmad, Jonathan Ramirez, Natasha Singh",4.05,0.4,0.6,5,0.0259,0.96,0.0692
G-50,50,4.11,Group 5,5,"Arjun Bansal, Sophia Liu, Karan Nair, Lana Garcia, Arun Nair",4.13,0.6,0.4,5,0.0042,0.96,0.0869
G-50,50,4.11,Group 6,5,"Daryl Lee, Ayu Dwi, Santhosh Menon, Layla Baker, Deepti Sharma",4.1,0.4,0.6,5,0.0135,0.96,0.0927
G-50,50,4.11,Group 7,5,"Gavin Wright, Cheng Yi, Anjali Verma, Hannah Jenkins, Kiran Reddy",4.1,0.6,0.4,5,0.004,0.96,0.1109
G-50,50,4.11,Group 8,5,"Leo Chan, Levi Tan, Haibin Zhao, Amy Yeo, Bria Ong",4.0,0.6,0.4,5,0.0107,0.96,0.0966
G-50,50,4.11,Group 9,5,"Hafiz Bin Abdul, Widi Hardiyanto, Ciara Lim, Liam Johnson, Siti Khadijah",4.24,0.6,0.4,5,0.0806,0.96,0.0894
G-50,50,4.11,Group 10,5,"Gavin Adams, Derek Lee, Wiley Huang, Jay Lim, Syed Faris Bin Ali",4.14,1.0,0.0,5,0.0112,0.0,0.1939
G-51,50,4.1,Group 1,5,"Min Xu, Emily Turner, Duncan Lee, Zach Chan, Syed Muneer Bin Shah",4.1,0.6,0.4,5,0.0032,0.96,0.0704
G-51,50,4.1,Group 2,5,"Sneha Menon, Shazia Ahmed, Ivan Novikov, Jett Li, Jaxon Thomas",4.02,0.6,0.4,5,0.0081,0.96,0.0719
G-51,50,4.1,Group 3,5,"Omer Hussain, Kara Liu, Serena Liu, Kenzie Tsai, Samuel Ng",4.05,0.4,0.6,5,0.0069,0.96,0.0566
G-51,50,4.1,Group 4,5,"Gabriel Navarro, Sanya Rao, Esther Tan, Yongqiang, Saad Khan",4.2,0.4,0.6,5,0.0734,0.96,0.066
G-51,50,4.1,Group 5,5,"Gavin Harris, Bella Evans, Nida Bukhari, Rina Binti Khairul, Leo Sanders",4.12,0.4,0.6,5,0.0058,0.96,0.0721
G-51,50,4.1,Group 6,5,"Siti Hawa, Gina Alvarado, Arvind Menon, Kim Lee, Zoe Tan",4.1,0.4,0.6,5,0.0088,0.96,0.08
G-51,50,4.1,Group 7,5,"Heath Cruz, Vera Chen, Ming Yi Tan, Lila Allen, Dustin Yang",4.08,0.4,0.6,5,0.007,0.96,0.0961
G-51,50,4.1,Group 8,5,"Asim Hussain, Amelia Martin, Daphne Kwan, Nusrat Bukhari, Tania Tan",4.08,0.2,0.8,5,0.0203,0.64,0.1265
G-51,50,4.1,Group 9,5,"Prakash Menon, Neha Mehta, Jasmine Tan, Emilia Tan, Olivia Harris",4.06,0.2,0.8,5,0.0055,0.64,0.1347
G-51,50,4.1,Group 10,5,"Eli Barnes, Victor Liu, Krisha Malhotra, Wendy Chan, Annie Goh",4.22,0.4,0.6,4,0.0617,0.96,0.1707
G-52,50,4.07,Group 1,5,"Aaliyah Tan, Vinny Rivera, Dylan Scott, Dongmei, Hannah Reed",4.09,0.4,0.6,5,0.0037,0.96,0.1074
G-52,50,4.07,Group 2,5,"Ella Walker, Nina Li, Han Song Lim, Isaiah Brown, Phoebe Lim",4.09,0.4,0.6,5,0.0219,0.96,0.0913
G-52,50,4.07,Group 3,5,"Layla Wong, Yasmin Khan, Cheng Chen, Chau Tran, Carlos Martinez",4.05,0.6,0.4,5,0.009,0.96,0.1058
G-52,50,4.07,Group 4,5,"Aditi Rao, Samantha Brown, Arvind Nair, Jin Jian Lim, Yuri Cruz",4.04,0.6,0.4,5,0.0109,0.96,0.0979
G-52,50,4.07,Group 5,5,"Kiera Tan, Siti Rahman, Freddy Martinez, Kairo Wu, Arjun Choudhury",4.05,0.6,0.4,5,0.0173,0.96,0.1057
G-52,50,4.07,Group 6,5,"Dylan Chan, Lakshmi Iyer, Mingyu, Zhi Yi Ng, Veer Singh",4.05,0.6,0.4,5,0.0133,0.96,0.1218
G-52,50,4.07,Group 7,5,"Qingxian, Ruocong, Amelia Garcia, Alexis Parker, Pei Li",4.16,0.4,0.6,5,0.0355,0.96,0.1422
G-52,50,4.07,Group 8,5,"Yuan Zhang, Tania Das, Jasmine Wang, Fang Yu, Yuan Wei",4.08,0.4,0.6,5,0.0154,0.96,0.1312
G-52,50,4.07,Group 9,5,"Daisy Brown, Guixiang, Niharika Roy, Misha Binti Noor, Leela Menon",4.06,0.0,1.0,5,0.0009,0.0,0.2208
G-52,50,4.07,Group 10,5,"Olivia Wu, Xiaoyu Zhang, Bethany Zhang, Hazel Lim, Amara Zhang",4.03,0.0,1.0,5,0.0062,0.0,0.2214
G-53,50,4.08,Group 1,5,"Zara Kumar, Grayson Lee, Chloe Lin, Tariq Malik, Zhen Zhou",4.04,0.6,0.4,5,0.0178,0.96,0.0872
G-53,50,4.08,Group 2,5,"Gianna Lopez, Neha Singh, John Walker, Zhang Li, Ayden Clark",4.08,0.6,0.4,5,0.0026,0.96,0.0943
G-53,50,4.08,Group 3,5,"Yao Chen, Ophelia Harris, Nathan Ong, Vinny Rivera, Liang Gao",4.12,0.6,0.4,5,0.0043,0.96,0.0959
G-53,50,4.08,Group 4,5,"Lijuan, Tanvi Joshi, Finn Ramirez, Henry Wood, Nisha Binti",4.1,0.4,0.6,5,0.0031,0.96,0.0972
G-53,50,4.08,Group 5,5,"Jessica Wright, Fina Rahmawati, Eli Morales, Grace Walker, Nash Wong",4.09,0.4,0.6,5,0.0118,0.96,0.0886
G-53,50,4.08,Group 6,5,"Omar Tan, Rina Lim, Laxmi Joshi, Maya Perry, Ashton Yang",4.08,0.4,0.6,5,0.0027,0.96,0.0885
G-53,50,4.08,Group 7,5,"Kaden Hernandez, Nadia Binti Rahman, Jing Xu, Lola Martinez, Hui Xin",4.07,0.4,0.6,5,0.0118,0.96,0.0965
G-53,50,4.08,Group 8,5,"Riku Saito, Shahid Hussain, Emily Mitchell, Hui Xuan, Dylan King",4.07,0.4,0.6,5,0.0085,0.96,0.1045
G-53,50,4.08,Group 9,5,"Aidan Ong, Iqra Awan, Siena Chang, Naina Rani, Samir Patel",4.04,0.4,0.6,5,0.0064,0.96,0.1057
G-53,50,4.08,Group 10,5,"Wira Setiawan, Jae-Won Oh, Aihua, Nadia Binti Zain, Sulekha Yadav",4.06,0.4,0.6,4,0.0114,0.96,0.1447
G-54,50,4.12,Group 1,5,"Akiko Yamashita, Rohan Joshi, Yasmine Kwan, Brady Yang, Nabihah Binti Rahman",4.27,0.4,0.6,5,0.0565,0.96,0.0633
G-54,50,4.12,Group 2,5,"Elya Fitria, David Brown, Kayla Brooks, Aaliyah Sanders, Zhang Li",4.08,0.4,0.6,5,0.0171,0.96,0.0586
G-54,50,4.12,Group 3,5,"Rameez Khan, Aariv Patel, Rina Matsumoto, Sophie Sanders, Yuri Sokolov",4.09,0.4,0.6,5,0.0159,0.96,0.0665
G-54,50,4.12,Group 4,5,"Aisha Tan, Hieu Nguyen, Jing Yu, Sandeep Sharma, Emma Wang",4.13,0.4,0.6,5,0.0067,0.96,0.0824
G-54,50,4.12,Group 5,5,"Liam Yang, Pratiwi Sari, Yasmin Wong, Miranda Wang, Isaiah Moore",4.12,0.4,0.6,5,0.0021,0.96,0.0824
G-54,50,4.12,Group 6,5,"Jameson Cruz, Kaira Singh, Haley Santos, Sara Lee, Muhammad Amir",4.12,0.4,0.6,5,0.0032,0.96,0.0984
G-54,50,4.12,Group 7,5,"Tarun Singh, Lena Tan, Tina Goh, Maya Wang, Marcus Turner",4.09,0.4,0.6,5,0.0048,0.96,0.0985
G-54,50,4.12,Group 8,5,"Derek Tan, Siti Zainab, Charlotte Ortiz, Rani Kurnia, Jordan Washington",4.07,0.4,0.6,5,0.0098,0.96,0.1068
G-54,50,4.12,Group 9,5,"Malcolm Chen, Fariha Malik, Talia Lin, Anya Dela Cruz, Bradley Wong",4.1,0.4,0.6,5,0.002,0.96,0.1224
G-54,50,4.12,Group 10,5,"Jonathan Yang, Wyatt Cheung, Aoi Sakamoto, Piper Reyes, Zhen Wei",4.08,0.4,0.6,4,0.0195,0.96,0.1627
G-55,50,4.09,Group 1,5,"Deepak Kumar, Connor Murphy, Clara Wu, Grace Rogers, Serena Chen",4.1,0.4,0.6,5,0.0031,0.96,0.0909
G-55,50,4.09,Group 2,5,"Saad Khatri, Vladislav Nikiforov, Sushmita Das, Isabella Rossellini, Ella Robinson",4.01,0.4,0.6,5,0.0113,0.96,0.0812
G-55,50,4.09,Group 3,5,"Xavier Lee, Tobias Wu, Maya Chang, Nadia Binti Noor, Faris Aji",4.09,0.6,0.4,5,0.0093,0.96,0.0982
G-55,50,4.09,Group 4,5,"Talha Ali, Yusuf Bin Ahmad, Ava Chen, Xavier Salazar, Autumn Powell",4.08,0.6,0.4,5,0.0048,0.96,0.0903
G-55,50,4.09,Group 5,5,"Owen Chen, Yuri Salazar, Alina Yeo, Mason Carter, Ly Nguyen",4.12,0.6,0.4,5,0.0049,0.96,0.0908
G-55,50,4.09,Group 6,5,"Victor So, Zain Tran, Nadia Rehman, Lucas Cox, Hafizah Binti Rahman",4.12,0.6,0.4,5,0.0097,0.96,0.0911
G-55,50,4.09,Group 7,5,"Kieran Villanueva, Irfan Bin Mohd, Tessa Bennett, Dylan Ong, Brenda Li",4.09,0.6,0.4,5,0.0045,0.96,0.1062
G-55,50,4.09,Group 8,5,"Kye Wu, Priya Sharma, Fatima Syed, Dmitry Alekseev, Ashok Pillai",4.12,0.6,0.4,4,0.0087,0.96,0.1229
G-55,50,4.09,Group 9,5,"Nguyen Thanh Tam, Xiao Mei, Axel Liu, Ray Tan, Gavin Kim",4.13,0.6,0.4,4,0.0021,0.96,0.1394
G-55,50,4.09,Group 10,5,"Veronica Zhao, Anjali Mehta, Thomas Wu, Dylan Anderson, Harlan Wu",4.06,0.6,0.4,4,0.0137,0.96,0.1472
G-56,50,4.07,Group 1,5,"Karla Mendoza, James Turner, Yasmine Price, Daniel Taylor, Yun Chen",4.07,0.6,0.4,5,0.0021,0.96,0.0982
G-56,50,4.07,Group 2,5,"Bushra Ali, Ashley Castillo, Krishna Kumar, Floyd Mendoza, Jasper Green",4.03,0.6,0.4,5,0.0143,0.96,0.0912
G-56,50,4.07,Group 3,5,"Elsie Ward, Kylie Hughes, Lydia Young, Jackson Cruz, Kael Huang",4.08,0.4,0.6,5,0.0119,0.96,0.081
G-56,50,4.07,Group 4,5,"Keira Tan, Yuki Tan, Mei Xuan Lim, Jackson Carter, Seng Hua Lim",4.12,0.4,0.6,5,0.013,0.96,0.1071
G-56,50,4.07,Group 5,5,"Lai Thi Ngan, Nafisa Iqbal, Maya Wong, Darren Yeo, Finn Tan",4.08,0.4,0.6,5,0.0153,0.96,0.113
G-56,50,4.07,Group 6,5,"Diana Wong, Ananya Bansal, Aishwarya Rao, Riya Iyer, Derek Wong",4.07,0.2,0.8,5,0.0115,0.64,0.1325
G-56,50,4.07,Group 7,5,"Fay Wong, Sami Al-Mansoori, Aubrey Sanchez, Florence Ong, Yong Chen",4.1,0.4,0.6,5,0.0025,0.96,0.1138
G-56,50,4.07,Group 8,5,"Fengyi, Cyrus Liu, Becky Adams, Nora Simmons, Jing Lin Tan",4.04,0.4,0.6,5,0.0098,0.96,0.1217
G-56,50,4.07,Group 9,5,"Wen Lee Tan, Qinwen, Jasmine Lee, Olivia Bell, Rizal Bin Ibrahim",4.04,0.2,0.8,5,0.0014,0.64,0.157
G-56,50,4.07,Group 10,5,"Natalie Ong, Nguyen Thi An, Nguyen Thi Trang, Wei Lin, Ulysses Wong",4.05,0.2,0.8,5,0.009,0.64,0.1726
G-57,50,4.05,Group 1,5,"Asha Kakade, Grayson Lee, Harper Robinson, Oliver Wu, Ashok Reddy",4.08,0.6,0.4,5,0.0089,0.96,0.0528
G-57,50,4.05,Group 2,5,"Kaylee Turner, Theo Santos, Liang Wei Tan, Irfan Bin Zain, Isha Kapoor",4.07,0.4,0.6,5,0.005,0.96,0.0885
G-57,50,4.05,Group 3,5,"Sofia Ng, Elena Mikhailovna, Jude Ong, Leo Santos, Lina Zhou",4.06,0.4,0.6,5,0.0111,0.96,0.0882
G-57,50,4.05,Group 4,5,"Jenna Tan, Savannah Thompson, Matthew Perez, Grace Bell, Tobias Li",4.05,0.4,0.6,5,0.0025,0.96,0.0801
G-57,50,4.05,Group 5,5,"Hannah Lee, Pooja Reddy, Noah Murphy, Riya Nair, Jin Zhi Lim",4.04,0.4,0.6,5,0.008,0.96,0.0805
G-57,50,4.05,Group 6,5,"Nina Zhang, Aiko Yoshida, Ethan Smith, Meher Noor, Vivek Iyer",4.05,0.4,0.6,5,0.0141,0.96,0.0881
G-57,50,4.05,Group 7,5,"Soo-Yeon Park, Jaxon Hall, Nina Ali, Charlotte Chang, Yuri Viktorov",4.05,0.4,0.6,5,0.0104,0.96,0.0962
G-57,50,4.05,Group 8,5,"Addison Cooper, Lola Wu, Saad Khan, Fatimah Omar, Harsh Patel",4.02,0.4,0.6,5,0.0047,0.96,0.1142
G-57,50,4.05,Group 9,5,"Rajesh Sharma, Ritika Das, Soren Liu, Maya Bansal, Ananya Das",4.05,0.4,0.6,5,0.0006,0.96,0.1042
G-57,50,4.05,Group 10,5,"Riku Yamamoto, Li Ming, William Stewart, Sadia Javed, Rhea Kaur",4.06,0.4,0.6,5,0.0045,0.96,0.1043
G-58,50,4.11,Group 1,5,"Haarika Reddy, Malcolm Yang, Abigail Rodriguez, Simon Tan, Kiran Desai",4.06,0.6,0.4,5,0.0079,0.96,0.083
G-58,50,4.11,Group 2,5,"Sable Lin, Timothy Reed, Amani Yusof, Scott Santos, Wei Li",4.11,0.4,0.6,5,0.0039,0.96,0.0865
G-58,50,4.11,Group 3,5,"Maya Bennett, Kien Tran, Tina Yeo, Owais Tariq, Lara Smith",4.1,0.4,0.6,5,0.0077,0.96,0.0866
G-58,50,4.11,Group 4,5,"Shanaya Chan, Indah Tanjung, Alvin Tan, Matthew Thompson, Saanvi Sharma",4.11,0.4,0.6,5,0.0072,0.96,0.0785
G-58,50,4.11,Group 5,5,"Grace Tan, Amina Khan, Binh Nguyen, Uma Parker, Eli Martinez",4.12,0.4,0.6,5,0.0508,0.96,0.0707
G-58,50,4.11,Group 6,5,"Jayden Turner, Maya Khan, Sarita Sharma, Yasmin Tan, Chen Li",4.11,0.4,0.6,5,0.0035,0.96,0.0865
G-58,50,4.11,Group 7,5,"Chase Rivera, Meera Choudhury, Kavya Iyer, Ellie Sanchez, Rohit Sharma",4.08,0.4,0.6,5,0.0066,0.96,0.0868
G-58,50,4.11,Group 8,5,"Graham Tsang, Mei Hwa, Emily Davis, Charlotte Zhang, Riyaz Khan",4.13,0.4,0.6,5,0.0091,0.96,0.0948
G-58,50,4.11,Group 9,5,"Ryan Zhao, Shalini Reddy, Yvette Chan, Reina Fujimoto, Daniel Green",4.18,0.4,0.6,5,0.0475,0.96,0.1287
G-58,50,4.11,Group 10,5,"Sami Khan, Erica Lim, Soren Liu, Sari Ningsih, Lumina Tsai",4.06,0.4,0.6,4,0.0184,0.96,0.1912
G-59,50,4.07,Group 1,5,"Hina Malik, Zhou Chen, Kira Shimizu, Naim Bin Mohamad, Tyler Johnson",4.08,0.6,0.4,5,0.0007,0.96,0.1005
G-59,50,4.07,Group 2,5,"Fiona Chang, Sandeep Singh, Bella Brooks, Ivy Thompson, Aaron Wu",4.06,0.4,0.6,5,0.0042,0.96,0.089
G-59,50,4.07,Group 3,5,"Sara Yong, Gunnar Yang, Lily Huang, Addison Clarke, Derek Scott",4.07,0.4,0.6,5,0.0093,0.96,0.0889
G-59,50,4.07,Group 4,5,"Ximena Li, Stella James, Kang-Soo Lee, Nia Tsai, Zachary Zhang",4.08,0.4,0.6,5,0.0041,0.96,0.0809
G-59,50,4.07,Group 5,5,"Lexi Zhao, Madison Murphy, Miles Lim, Sofia Yang, Eli Carter",4.01,0.4,0.6,5,0.0097,0.96,0.0818
G-59,50,4.07,Group 6,5,"Xiang Li, Alyssa Scott, Jasper Ortiz, Daisy Cheung, Rishi Sharma",4.06,0.4,0.6,5,0.0117,0.96,0.089
G-59,50,4.07,Group 7,5,"Chloe Evans, Nguyen Thi Mai, Holly Cheung, Hui Ling, Nasir Ali",4.06,0.2,0.8,5,0.0215,0.64,0.1223
G-59,50,4.07,Group 8,5,"Safira Binti Aziz, Zane Patel, Rizqi Bin Farhan, Valentina Mikhailova, Laras Wati",4.13,0.4,0.6,4,0.1075,0.96,0.1214
G-59,50,4.07,Group 9,5,"Alya Binti Rahim, Dedy Kurniawan, Hannah Green, Opal Wang, Brayden Young",4.12,0.4,0.6,4,0.0503,0.96,0.1454
G-59,50,4.07,Group 10,5,"Jeremiah Green, Milo Cruz, Zhao Chen, Eka Ramadhan, Axel Liu",4.08,0.6,0.4,4,0.003,0.96,0.1565
G-6,50,4.1,Group 1,5,"Umi Lestari, Brayden Lewis, Diana Ng, Emilio Cruz, Henry Ramirez",4.07,0.6,0.4,5,0.0028,0.96,0.0849
G-6,50,4.1,Group 2,5,"Rhea Tan, Elijah Huang, Lianhua, Jade Wibowo, Kendall Yang",4.06,0.4,0.6,5,0.0185,0.96,0.0706
G-6,50,4.1,Group 3,5,"Vicky Tan, Ranjit Singh, Madison Clark, Riya Singh, Rajesh Iyer",4.04,0.4,0.6,5,0.0097,0.96,0.079
G-6,50,4.1,Group 4,5,"Yuki Hoshino, Suresh Nair, Angela Zhou, Sarah Robinson, Cameron Yang",4.06,0.4,0.6,5,0.0182,0.96,0.0867
G-6,50,4.1,Group 5,5,"Meera Rao, Miranda Chang, Brady Yang, Maya Brown, Kian Wei Lim",4.09,0.4,0.6,5,0.0117,0.96,0.1104
G-6,50,4.1,Group 6,5,"Siti Mariam, Khalid Bin Mohd, Lily Zhao, Abigail Nelson, Ryo Tanaka",4.11,0.4,0.6,5,0.0105,0.96,0.0944
G-6,50,4.1,Group 7,5,"Alyssa Wong, Li Wei Tan, Elliot Wong, Yasmine Tan, Puja Nair",4.12,0.4,0.6,5,0.0047,0.96,0.0945
G-6,50,4.1,Group 8,5,"Aadhya Patel, Wei Chen, Yuri Lebedev, Pauline Fung, Claire Ng",4.27,0.4,0.6,5,0.0735,0.96,0.1075
G-6,50,4.1,Group 9,5,"Clara Tan, Harper Hall, Aubrey Carter, Mira Zhao, Asher Edwards",4.07,0.2,0.8,5,0.0116,0.64,0.1489
G-6,50,4.1,Group 10,5,"Gabriel Howard, Isha Patel, Hannah Binti Ahmad, Anum Malik, Dylan Ong",4.09,0.4,0.6,5,0.0055,0.96,0.1344
G-60,50,4.1,Group 1,5,"Cassidy Kim, Isaac Rodriguez, Pooja Bhatia, Liang Chen, Kiara Chen",4.09,0.4,0.6,5,0.0026,0.96,0.0982
G-60,50,4.1,Group 2,5,"Nandita Roy, Keng Jie Tan, Chloe Huang, Rina Matsui, Leonardus Budi",4.09,0.6,0.4,5,0.0056,0.96,0.1039
G-60,50,4.1,Group 3,5,"Sophia Tan, Zhong Wei, Boris Villanueva, Zachary Chen, Haoran Wang",4.1,0.6,0.4,5,0.0034,0.96,0.1039
G-60,50,4.1,Group 4,5,"Ritika Iyer, Isabella Torres, Aaron Hall, Arjun Kumar, Ren Tan",4.18,0.6,0.4,5,0.025,0.96,0.1065
G-60,50,4.1,Group 5,5,"Puti Rahayu, Yvette Santos, Liam Reyes, Zhou Min, Sung-Jin Kim",4.11,0.6,0.4,5,0.0059,0.96,0.1119
G-60,50,4.1,Group 6,5,"Nina Binti Omar, Nadia Binti Jamil, Elina Binti Mohd, Omer Qureshi, Gage Yang",4.12,0.4,0.6,5,0.0138,0.96,0.1063
G-60,50,4.1,Group 7,5,"Noel Wu, Fern Lim, Lina Chen, Alexander Cox, Nora Jenkins",4.08,0.4,0.6,5,0.0124,0.96,0.1142
G-60,50,4.1,Group 8,5,"Owen Wright, Tamara Tan, Heidi Tan, Carl Lee, Linda Chen",4.06,0.4,0.6,5,0.0111,0.96,0.1147
G-60,50,4.1,Group 9,5,"Umair Shah, Aria Liu, Diana Lewis, Yoshiko Sakamoto, Pablo Reyes",4.08,0.4,0.6,5,0.0134,0.96,0.1303
G-60,50,4.1,Group 10,5,"Wang Li, Vanessa Cabral, Juna Wang, Eva Lee, Lucas Thompson",4.09,0.2,0.8,5,0.003,0.64,0.1852
G-61,50,4.07,Group 1,5,"Hazel Goh, Elijah Murphy, Jun Chen, Ella Garcia, Parker Li",4.09,0.6,0.4,5,0.0132,0.96,0.087
G-61,50,4.07,Group 2,5,"Gita Tan, Kazuki Watanabe, Wilfredo Salazar, Shafina Binti Ahmad, Quang Tran",4.06,0.6,0.4,5,0.021,0.96,0.0871
G-61,50,4.07,Group 3,5,"Sophia Patel, Hannah Patel, Paul Allen, Harsh Sharma, Cleo Tan",4.05,0.4,0.6,5,0.0051,0.96,0.0919
G-61,50,4.07,Group 4,5,"Bunga Sari, Vanessa Lim, Zhang Ming, Pandu Rahmat, Hui Ying",4.05,0.4,0.6,5,0.0166,0.96,0.0919
G-61,50,4.07,Group 5,5,"Erqi, Leila Wong, Quincy Li, Teddy Kurniawan, Samantha Ramos",4.06,0.4,0.6,5,0.0267,0.96,0.0914
G-61,50,4.07,Group 6,5,"Quang Tran, Aina Binti Zain, Ananya Kapoor, James Thompson, Karan Joshi",4.11,0.6,0.4,5,0.0097,0.96,0.096
G-61,50,4.07,Group 7,5,"Isaac Martinez, Dewi Tan, Zhenyu, Yasmin Naeem, Kumar Sundaram",4.09,0.4,0.6,5,0.0025,0.96,0.1156
G-61,50,4.07,Group 8,5,"Tristan Harris, Sana Javed, Isabella Martinez, Tanya Nair, Jayden Chen",4.09,0.4,0.6,5,0.0045,0.96,0.1077
G-61,50,4.07,Group 9,5,"Sushma Rao, Cathy Liu, Miyuki Ikeda, Siti Aisha, Karan Kapoor",4.09,0.2,0.8,5,0.0048,0.64,0.1567
G-61,50,4.07,Group 10,5,"Aifen, Mikayla Murphy, Marta Sihombing, Chloe Martinez, Jacob Yang",4.05,0.2,0.8,4,0.0164,0.64,0.2371
G-62,50,4.06,Group 1,5,"Mira Tan, Christian Liu, Karishma Shah, Carter Brown, Nia Lee",4.03,0.4,0.6,5,0.0141,0.96,0.0655
G-62,50,4.06,Group 2,5,"Hunter Carter, Lenora Chang, Kangming, Nishant Kapoor, Hiroki Fujimoto",4.05,0.6,0.4,5,0.0088,0.96,0.0725
G-62,50,4.06,Group 3,5,"Sultan Bin Rahman, Hazel Chen, Harvey Wu, Jasmine Lim, Pooja Agarwal",4.06,0.4,0.6,5,0.0129,0.96,0.0724
G-62,50,4.06,Group 4,5,"Ava Allen, Zeke Yang, Hannah Rodriguez, Nate Chan, Saanvi Iyer",4.05,0.4,0.6,5,0.0114,0.96,0.1046
